ida_key,ida_visible_work_count,ida_visible_sanction_total,ida_median_sanction_amount,ida_median_sanction_delay_days,ida_delay_over45_share,ida_early_stage_over180_share,ida_completed_share,ida_high_cost_outlier_share,ida_duplicate_review_share,ida_average_review_priority_score,ida_max_review_priority_score,ida_latest_sanction_date,ida_distinct_work_type_count,ida_work_type_hhi,ida_review_priority_score,ida_review_priority_band,state,ida_district,ida_authority,ida_visible_mp_count
uttarpradesh|kaushambidistrictmagistraekaushambiida,218,16115886.0,73926.0,111.0,1.0,0.0,0.0,0.0,0.0,6.0,6,2025-01-17,2,0.9908677720730579,6.0,Routine,Uttar Pradesh,KAUSHAMBI,DISTRICT MAGISTRAE KAUSHAMBI,1
uttarpradesh|kushinagardistrictmagistratekushinagarpadraunaida,112,52408475.0,236234.0,194.0,0.9732142857142857,0.044642857142857144,0.0,0.0,0.0,12.491071428571429,21,2026-08-19,9,0.45599489795918374,15.04,Routine,Uttar Pradesh,Kushinagar,DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA,2
uttarpradesh|lucknowdistrictmagistraelucknowida,59,6371115.0,107985.0,59.0,1.0,0.7627118644067796,0.2033898305084746,0.0,0.0,17.440677966101696,21,2024-12-17,1,1.0,18.51,Routine,Uttar Pradesh,LUCKNOW,DISTRICT MAGISTRAE LUCKNOW,1
uttarpradesh|mahobadistrictmagistraemahobaida,41,21730000.0,400000.0,272.0,1.0,0.6829268292682927,0.2926829268292683,0.024390243902439025,0.14634146341463414,29.121951219512194,43,2025-09-30,4,0.47769185008923254,33.29,Low,Uttar Pradesh,MAHOBA,DISTRICT MAGISTRAE MAHOBA,1
uttarpradesh|maudistrictmagistratemauida,68,20014888.0,206970.0,206.5,1.0,0.014705882352941176,0.0,0.014705882352941176,0.0,12.029411764705882,46,2025-06-17,4,0.7417820069204153,22.22,Low,Uttar Pradesh,MAU,DISTRICT MAGISTRATE MAU,1
uttarpradesh|meerutdistrictmagistratemeerutida,8,6845719.0,847468.5,56.0,1.0,0.0,0.0,0.0,0.0,6.0,6,2024-11-19,1,1.0,6.0,Routine,Uttar Pradesh,MEERUT,DISTRICT MAGISTRATE MEERUT,1
uttarpradesh|muzaffarnagardistrictmagistratemuzaffarnagarida,58,33268799.0,499000.0,82.0,1.0,0.22413793103448276,0.5517241379310345,0.0,0.0,10.913793103448276,31,2026-01-31,5,0.8370986920332939,16.94,Routine,Uttar Pradesh,MUZAFFARNAGAR,DISTRICT MAGISTRATE MUZAFFARNAGAR,2
uttarpradesh|pratapgarhdistrictmagistraepratapgarhida,131,6653565.0,50800.0,174.0,1.0,0.0,0.06870229007633588,0.0,0.0,6.0,6,2025-04-26,1,1.0,6.0,Routine,Uttar Pradesh,PRATAPGARH,DISTRICT MAGISTRAE PRATAPGARH,1
uttarpradesh|prayagrajdistrictmagistraeallahabadida,125,14884883.0,118957.0,113.0,1.0,0.0,0.0,0.0,0.016,6.4,31,2025-01-22,1,1.0,13.78,Routine,Uttar Pradesh,PRAYAGRAJ,DISTRICT MAGISTRAE ALLAHABAD,1
uttarpradesh|raebarelidistrictmagistrateraebareliida,9,4699998.0,500000.0,62.0,1.0,0.5555555555555556,0.0,0.0,0.0,14.333333333333334,21,2025-01-28,3,0.6296296296296298,16.33,Routine,Uttar Pradesh,RAE BARELI,DISTRICT MAGISTRATE RAE BARELI,1
uttarpradesh|rampurdistrictmagistraterampurida,42,14999245.0,200502.0,33.0,0.0,0.0,0.0,0.023809523809523808,0.14285714285714285,1.1666666666666667,25,2024-12-13,3,0.6836734693877551,8.32,Routine,Uttar Pradesh,RAMPUR,DISTRICT MAGISTRATE RAMPUR,1
uttarpradesh|shahjahanpurdistrictmagistraeshahjahanapurida,2,47808000.0,23904000.0,21.0,0.0,0.0,0.0,1.0,0.0,25.0,25,2024-08-28,2,0.5,25.0,Low,Uttar Pradesh,SHAHJAHANPUR,DISTRICT MAGISTRAE SHAHJAHANAPUR,1
uttarpradesh|sitapurdistrictmagistratesitapurida,16,20041868.0,1225490.0,92.0,1.0,0.0,0.0,0.0,0.0,6.625,16,2025-04-24,3,0.7734375,9.44,Routine,Uttar Pradesh,SITAPUR,DISTRICT MAGISTRATE SITAPUR,2
uttarpradesh|sonbhadradistrictmagistratesonbhadraida,93,30645890.0,260000.0,197.0,1.0,0.043010752688172046,0.010752688172043012,0.07526881720430108,0.0,14.763440860215054,46,2025-06-17,6,0.8372066134813274,24.13,Low,Uttar Pradesh,SONBHADRA,DISTRICT MAGISTRATE SONBHADRA,1
uttarpradesh|sultanpurdistrictmagistratesultanpurida,5,15852234.0,1500000.0,204.0,0.8,0.8,0.0,0.6,0.0,37.8,56,2025-06-24,3,0.44000000000000006,43.26,Medium,Uttar Pradesh,SULTANPUR,DISTRICT MAGISTRATE SULTANPUR,1
uttarpradesh|unnaodistrictmagiistrateunnaoida,9,8776638.0,1066257.0,85.0,1.0,0.0,0.0,0.0,0.2222222222222222,8.666666666666666,18,2024-12-05,1,1.0,11.47,Routine,Uttar Pradesh,UNNAO,DISTRICT MAGIISTRATE UNNAO,1
westbengal|bankuradistrictmagistratebankuraida,35,44810398.0,748139.0,102.0,1.0,0.17142857142857143,0.0,0.42857142857142855,0.6285714285714286,24.6,50,2025-01-06,9,0.27183673469387754,32.22,Low,West Bengal,BANKURA,DISTRICT MAGISTRATE BANKURA,2
westbengal|birbhumdistrictmagistratebirbhumida,75,64942872.0,498940.0,77.0,0.8266666666666667,0.05333333333333334,0.0,0.16,0.08,11.253333333333334,56,2026-02-06,11,0.3066666666666667,24.68,Low,West Bengal,BIRBHUM,DISTRICT MAGISTRATE BIRBHUM,2
westbengal|coochbehardistrictmagistratecoochbeharida,40,37356488.0,586716.0,198.5,1.0,0.875,0.0,0.1,0.6,36.425,49,2026-09-01,4,0.7725,40.2,Medium,West Bengal,Cooch Behar,DISTRICT MAGISTRATE COOCHBEHAR,1
westbengal|dakshindinajpurdistrictmagistratedinajpurdakshinida,2,1902957.0,951478.5,38.0,0.5,0.5,0.0,0.0,0.0,10.5,21,2025-01-24,2,0.5,13.65,Routine,West Bengal,Dakshin Dinajpur,DISTRICT MAGISTRATE DINAJPUR DAKSHIN,1
westbengal|darjeelingdistrictmagistratedarjeelingida,64,30663617.0,475282.0,201.0,1.0,0.03125,0.0,0.0,0.0,11.875,31,2026-08-18,11,0.2470703125,17.61,Routine,West Bengal,DARJEELING,DISTRICT MAGISTRATE DARJEELING,1
westbengal|hooghlydistrictmagistratehooghlyida,66,45972330.0,449947.5,81.0,0.803030303030303,0.21212121212121213,0.10606060606060606,0.09090909090909091,0.0,11.636363636363637,31,2025-12-15,16,0.12304866850321397,17.45,Routine,West Bengal,HOOGHLY,DISTRICT MAGISTRATE HOOGHLY,3
westbengal|howrahdistrictmagistratehowrahida,31,21141199.0,494998.0,88.0,0.8064516129032258,0.03225806451612903,0.0,0.03225806451612903,0.0,6.451612903225806,31,2025-06-24,10,0.15296566077003118,13.82,Routine,West Bengal,HOWRAH,DISTRICT MAGISTRATE HOWRAH,3
westbengal|jhargramdistrictmagistratejhargramida,6,16301376.0,2686788.5,143.5,1.0,0.0,0.0,0.16666666666666666,0.0,13.5,41,2025-06-17,2,0.5555555555555556,21.75,Low,West Bengal,Jhargram,DISTRICT MAGISTRATE JHARGRAM,1
westbengal|kalimpongdistrictmagistratekalimpongida,22,10747995.0,499870.5,152.0,1.0,0.13636363636363635,0.5,0.0,0.0,9.409090909090908,21,2025-03-25,7,0.2148760330578512,12.89,Routine,West Bengal,KALIMPONG,District Magistrate Kalimpong,1
westbengal|kolkatacommissionerkolkatamunicipalcorporationida,20,31728948.0,986507.5,59.0,0.65,0.2,0.1,0.45,0.0,18.15,46,2025-01-30,9,0.195,26.5,Low,West Bengal,KOLKATA,COMMISSIONER KOLKATA MUNICIPAL CORPORATION,3
westbengal|murshidabaddistrictmagistratemurshidabadida,72,11978198.0,140538.0,125.0,0.9861111111111112,0.0,0.0,0.013888888888888888,0.0,6.263888888888889,25,2025-03-24,2,0.9726080246913582,11.88,Routine,West Bengal,MURSHIDABAD,DISTRICT MAGISTRATE MURSHIDABAD,2
westbengal|nadiadistrictmagistratenadiaida,76,67612894.0,373355.0,89.0,0.8421052631578947,0.15789473684210525,0.0,0.15789473684210525,0.0,12.157894736842104,56,2025-08-22,16,0.2638504155124654,25.31,Low,West Bengal,NADIA,DISTRICT MAGISTRATE NADIA,3
westbengal|north24parganasdistrictmagistratenorthtwentyfourparganasida,80,111936663.0,262455.5,329.5,0.975,0.125,0.1375,0.1625,0.5375,31.1125,56,2026-08-14,13,0.280625,38.58,Low,West Bengal,North 24 Parganas,DISTRICT MAGISTRATE NORTH TWENTY FOUR PARGANAS,4
westbengal|paschimbardhamandistrictmagistratepaschimbardhamanida,16,27416239.0,1198000.0,116.0,0.9375,0.6875,0.125,0.4375,0.125,30.25,68,2026-02-06,8,0.171875,41.58,Medium,West Bengal,PASCHIM BARDHAMAN,DISTRICT MAGISTRATE PASCHIM BARDHAMAN,2
westbengal|paschimmedinipurdistrictmagistratepaschimmedinipurida,8,3022784.0,377848.0,99.0,1.0,0.0,0.0,0.0,0.0,6.0,6,2025-03-27,1,1.0,6.0,Routine,West Bengal,Paschim Medinipur,DISTRICT MAGISTRATE PASCHIM MEDINIPUR,1
westbengal|purbabardhamandistrictmagistratepurbabardhamanida,81,64460629.0,450000.0,105.0,0.9876543209876543,0.37037037037037035,0.09876543209876543,0.1111111111111111,0.07407407407407407,17.580246913580247,64,2026-01-30,20,0.11964639536655997,31.51,Low,West Bengal,PURBA BARDHAMAN,DISTRICT MAGISTRATE PURBA BARDHAMAN,3
westbengal|purbamedinipurdistrictmagistratepurbamedinipurida,22,16296346.0,425000.0,76.0,0.8636363636363636,0.3181818181818182,0.13636363636363635,0.2727272727272727,0.0,18.59090909090909,56,2025-09-18,8,0.2644628099173554,29.81,Low,West Bengal,Purba Medinipur,DISTRICT MAGISTRATE PURBA MEDINIPUR,2
westbengal|puruliadistrictmagistratepuruliaida,1,2988593.0,2988593.0,149.0,1.0,0.0,0.0,1.0,0.0,31.0,31,2025-02-21,1,1.0,31.0,Low,West Bengal,PURULIA,DISTRICT MAGISTRATE PURULIA,1
westbengal|south24parganasdistrictmagistratesouthtwentyfourparganasida,323,108433462.0,299994.0,86.0,0.8513931888544891,0.0804953560371517,0.09597523219814241,0.009287925696594427,0.018575851393188854,7.396284829721362,41,2025-09-25,14,0.44450727985507377,17.48,Routine,West Bengal,South 24 Parganas,DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS,3
