ida_key,ida_visible_work_count,ida_visible_sanction_total,ida_median_sanction_amount,ida_median_sanction_delay_days,ida_delay_over45_share,ida_early_stage_over180_share,ida_completed_share,ida_high_cost_outlier_share,ida_duplicate_review_share,ida_average_review_priority_score,ida_max_review_priority_score,ida_latest_sanction_date,ida_distinct_work_type_count,ida_work_type_hhi,ida_review_priority_score,ida_review_priority_band,state,ida_district,ida_authority,ida_visible_mp_count
karnataka|uttarakannadadeputycommissioneruttarkannadakarwarida,7,5700000.0,800000.0,363.0,1.0,0.0,0.7142857142857143,0.0,0.0,11.714285714285714,16,2026-05-21,3,0.3877551020408163,13.0,Routine,Karnataka,UTTARA KANNADA,DEPUTY COMMISSIONER UTTARKANNADA KARWAR,1
kerala|alappuzhadistrictcollectoralappuzhaida,13,17403972.0,1500000.0,433.0,1.0,0.23076923076923078,0.07692307692307693,0.23076923076923078,0.0,25.846153846153847,56,2026-02-27,8,0.1597633136094675,34.89,Low,Kerala,ALAPPUZHA,DISTRICT COLLECTOR ALAPPUZHA,1
kerala|ernakulamdistrictcollectorernakulamida,76,42280777.0,215496.0,153.5,1.0,0.06578947368421052,0.0,0.039473684210526314,0.039473684210526314,10.368421052631579,56,2026-01-15,8,0.4948060941828255,24.06,Low,Kerala,ERNAKULAM,DISTRICT COLLECTOR ERNAKULAM,3
kerala|idukkidistrictcollectoridukkiida,29,14619932.0,215496.0,143.0,1.0,0.06896551724137931,0.0,0.034482758620689655,0.0,8.586206896551724,31,2025-07-02,5,0.5576694411414984,15.31,Routine,Kerala,IDUKKI,DISTRICT COLLECTOR IDUKKI,1
kerala|kannurdistrictcollectorkannurida,39,15815233.0,300000.0,377.0,1.0,0.1794871794871795,0.05128205128205128,0.0,0.1282051282051282,20.025641025641026,41,2026-06-25,5,0.3228139381985535,26.32,Low,Kerala,KANNUR,DISTRICT COLLECTOR KANNUR,2
kerala|kasaragoddistrictcollectorkasaragodida,19,7787009.0,299169.0,247.0,1.0,0.05263157894736842,0.0,0.10526315789473684,0.0,18.894736842105264,41,2026-01-10,3,0.7229916897506924,25.53,Low,Kerala,KASARAGOD,DISTRICT COLLECTOR KASARAGOD,1
kerala|kollamdistrictcollectorkollamida,27,38871708.34,1250000.0,124.0,0.7407407407407407,0.2222222222222222,0.0,0.2222222222222222,0.0,17.40740740740741,56,2025-08-11,11,0.14677640603566533,28.99,Low,Kerala,KOLLAM,DISTRICT COLLECTOR KOLLAM,3
kerala|kottayamdistrictcollectorkottayamida,39,15367004.0,218793.0,148.0,1.0,0.20512820512820512,0.0,0.0,0.0,12.923076923076923,31,2026-03-10,8,0.43721236028928345,18.35,Routine,Kerala,KOTTAYAM,DISTRICT COLLECTOR KOTTAYAM,2
kerala|pathanamthittadistrictcollectorpathanamthittaida,48,19139595.0,220325.0,182.5,1.0,0.2708333333333333,0.0,0.0625,0.0,17.0,56,2026-07-09,11,0.38888888888888884,28.7,Low,Kerala,PATHANAMTHITTA,DISTRICT COLLECTOR PATHANAMTHITTA,1
kerala|thrissurdistrictcollectorthrissurida,3,6175238.0,1803729.0,116.0,1.0,0.3333333333333333,0.0,0.3333333333333333,0.0,22.666666666666668,31,2025-11-06,3,0.3333333333333333,25.17,Low,Kerala,THRISSUR,DISTRICT COLLECTOR THRISSUR,2
madhyapradesh|anuppurdistrictcollectoranuppurida,5,6473040.0,1479000.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2024-11-20,2,0.6800000000000002,0.0,Routine,Madhya Pradesh,ANUPPUR,DISTRICT COLLECTOR ANUPPUR,1
madhyapradesh|ashoknagardistrictcollectorashoknagarida,7,6984273.0,999442.0,52.0,1.0,0.14285714285714285,0.0,0.0,0.7142857142857143,16.714285714285715,21,2025-01-06,2,0.510204081632653,18.0,Routine,Madhya Pradesh,ASHOKNAGAR,DISTRICT COLLECTOR ASHOKNAGAR,1
madhyapradesh|barwanidistrictcollectorbadwaniida,67,22032120.0,200000.0,70.0,0.582089552238806,0.29850746268656714,0.014925373134328358,0.014925373134328358,0.14925373134328357,13.119402985074627,56,2025-09-27,7,0.26175094675874355,25.98,Low,Madhya Pradesh,BARWANI,DISTRICT COLLECTOR BADWANI,1
madhyapradesh|betuldistrictcollectorbetulida,91,20115526.0,190546.0,77.0,1.0,0.0,0.0,0.0,0.21978021978021978,9.648351648351648,31,2025-02-20,2,0.5073058809322546,16.05,Routine,Madhya Pradesh,BETUL,DISTRICT COLLECTOR BETUL,1
madhyapradesh|burhanpurdistrictcollectorburhanpurida,13,2561813.0,100000.0,122.0,0.7692307692307693,0.0,0.0,0.0,0.6153846153846154,20.0,31,2025-03-12,5,0.42011834319526625,23.3,Low,Madhya Pradesh,BURHANPUR,District Collector Burhanpur,1
madhyapradesh|chhatarpurdistrictcollectorchhatarpurida,27,19691061.0,800000.0,87.0,1.0,0.4074074074074074,0.0,0.037037037037037035,0.5925925925925926,21.77777777777778,43,2026-01-08,2,0.615912208504801,28.14,Low,Madhya Pradesh,CHHATARPUR,District Collector Chhatarpur,2
madhyapradesh|chhindwaradistrictcollectorchhindwaraida,4,750000.0,150000.0,31.0,0.25,0.0,0.0,0.0,0.0,1.5,6,2024-12-30,2,0.625,2.85,Routine,Madhya Pradesh,CHHINDWARA,DISTRICT COLLECTOR CHHINDWARA,1
madhyapradesh|damohdistrictcollectordamohida,23,7274480.0,198724.0,35.0,0.0,0.043478260869565216,0.08695652173913043,0.043478260869565216,0.0,1.7391304347826086,40,2024-12-02,2,0.7731568998109641,13.22,Routine,Madhya Pradesh,DAMOH,DISTRICT COLLECTOR DAMOH,1
madhyapradesh|dewasdistrictcollectordewasida,3,900000.0,200000.0,169.0,1.0,0.6666666666666666,0.0,0.0,0.0,19.333333333333332,21,2026-05-20,2,0.5555555555555556,19.83,Routine,Madhya Pradesh,DEWAS,DISTRICT COLLECTOR DEWAS,1
madhyapradesh|dhardistrictcollectordharida,34,5644884.0,166026.0,34.0,0.0,0.0,0.0,0.0,1.0,24.38235294117647,25,2024-12-24,1,1.0,24.57,Low,Madhya Pradesh,DHAR,DISTRICT COLLECTOR DHAR,1
madhyapradesh|gunadistrictcollectorgunaida,2,621000.0,310500.0,139.0,1.0,1.0,0.0,0.0,1.0,25.0,25,2025-02-25,1,1.0,25.0,Low,Madhya Pradesh,GUNA,District Collector Guna,1
madhyapradesh|hardadistrictcollectorhardaida,36,10419894.0,259942.0,52.0,0.9722222222222222,0.0,0.0,0.027777777777777776,0.05555555555555555,6.75,25,2025-02-05,2,0.9459876543209875,12.22,Routine,Madhya Pradesh,HARDA,District Collector Harda,1
madhyapradesh|indoredistrictcollectorindoreida,5,1789598.0,424527.0,26.0,0.4,0.4,0.0,0.0,0.0,8.4,21,2025-05-13,2,0.52,12.18,Routine,Madhya Pradesh,INDORE,DISTRICT COLLECTOR INDORE,1
madhyapradesh|khandwaeastnimardistrictcollectoreastnimarida,40,9596006.0,190546.0,134.0,1.0,0.2,0.025,0.025,0.45,21.8,46,2026-04-17,7,0.26374999999999993,29.06,Low,Madhya Pradesh,Khandwa,East Nimar)(DISTRICT COLLECTOR EAST NIMAR,2
madhyapradesh|khargonewestnimardistrictcollectorkhargoneida,92,34395611.0,236003.0,33.0,0.29347826086956524,0.3695652173913043,0.08695652173913043,0.043478260869565216,0.532608695652174,18.391304347826086,46,2025-02-08,9,0.2979678638941399,26.67,Low,Madhya Pradesh,Khargone,West Nimar)(DISTRICT COLLECTOR KHARGONE,2
madhyapradesh|mandsaurdistrictcollectormandsaurida,30,3999246.0,100000.0,108.0,1.0,0.1,0.0,0.0,0.8666666666666667,18.633333333333333,43,2026-02-16,4,0.7066666666666667,25.94,Low,Madhya Pradesh,MANDSAUR,DISTRICT COLLECTOR MANDSAUR,1
madhyapradesh|mauganjdistrictcollectormauganjida,7,9366469.0,1125327.0,78.0,1.0,0.8571428571428571,0.14285714285714285,1.0,1.0,54.714285714285715,58,2025-01-24,3,0.3877551020408163,55.7,Medium,Madhya Pradesh,MAUGANJ,District Collector Mauganj,1
madhyapradesh|narmadapuramdistrictcollectornarmadapuramida,26,2363600.0,95000.0,125.0,0.9615384615384616,0.3076923076923077,0.0,0.0,0.07692307692307693,15.615384615384615,46,2026-06-19,5,0.4319526627218936,24.73,Low,Madhya Pradesh,NARMADAPURAM,DISTRICT COLLECTOR NARMADAPURAM,1
madhyapradesh|narsimhapurdistrictcollectornarsinghpurida,2,312884.0,156442.0,219.0,1.0,1.0,0.0,0.0,0.0,31.0,31,2025-08-21,2,0.5,31.0,Low,Madhya Pradesh,Narsimhapur,DISTRICT COLLECTOR NARSINGHPUR,1
madhyapradesh|neemuchdistrictcollectorneemuchida,26,2794846.0,100000.0,82.0,1.0,0.038461538461538464,0.0,0.0,0.9615384615384616,17.5,25,2024-11-20,3,0.7307692307692307,19.75,Routine,Madhya Pradesh,NEEMUCH,District Collector Neemuch,1
madhyapradesh|niwaridistrictcollectorniwariida,10,11300000.0,1200000.0,135.0,1.0,1.0,0.0,0.0,0.6,28.2,33,2025-03-29,2,0.8200000000000001,29.64,Low,Madhya Pradesh,Niwari,District Collector Niwari,1
madhyapradesh|pandhurnadistrictcollectorpandhurnaida,1,100000.0,100000.0,82.0,1.0,0.0,0.0,0.0,0.0,6.0,6,2025-01-31,1,1.0,6.0,Routine,Madhya Pradesh,Pandhurna,District Collector Pandhurna,1
madhyapradesh|raisendistrictcollectorraisenida,1,115000.0,115000.0,47.0,1.0,1.0,0.0,0.0,0.0,21.0,21,2025-02-04,1,1.0,21.0,Low,Madhya Pradesh,RAISEN,DISTRICT COLLECTOR RAISEN,1
madhyapradesh|rajgarhdistrictcollectorrajgarhida,99,45840547.0,100000.0,229.0,1.0,0.8080808080808081,0.1919191919191919,0.050505050505050504,0.9696969696969697,52.98989898989899,56,2025-04-26,3,0.45515763697581885,53.89,Medium,Madhya Pradesh,RAJGARH,DISTRICT COLLECTOR RAJGARH,1
madhyapradesh|rewadistrictcollectorrewaida,16,22190898.0,874980.0,75.0,1.0,0.9375,0.0,0.8125,1.0,52.375,58,2025-03-28,3,0.34375,54.06,Medium,Madhya Pradesh,REWA,DISTRICT COLLECTOR REWA,1
madhyapradesh|sagardistrictcollectorsagarida,25,16042745.0,500000.0,52.0,0.6,0.2,0.0,0.08,0.0,9.8,31,2025-12-11,7,0.2704,16.16,Routine,Madhya Pradesh,SAGAR,DISTRICT COLLECTOR SAGAR,2
madhyapradesh|seonidistrictcollectorseoniida,8,8000000.0,1000000.0,552.0,0.75,0.0,0.25,0.0,0.0,10.75,16,2026-07-16,2,0.78125,12.32,Routine,Madhya Pradesh,SEONI,District Collector Seoni,1
madhyapradesh|shahdoldistrictcollectorshahdolida,5,6499000.0,1000000.0,61.0,0.8,0.8,0.0,0.2,0.0,21.8,46,2025-03-19,1,1.0,29.06,Low,Madhya Pradesh,SHAHDOL,District Collector Shahdol,2
madhyapradesh|shajapurdistrictcollectorshajapurida,1,1000000.0,1000000.0,28.0,0.0,1.0,0.0,0.0,0.0,15.0,15,2024-12-19,1,1.0,15.0,Routine,Madhya Pradesh,SHAJAPUR,District Collector Shajapur,1
madhyapradesh|sheopurdistrictcollectorsheopurida,21,16400000.0,800000.0,62.0,0.6666666666666666,0.7619047619047619,0.23809523809523808,0.0,0.0,15.428571428571429,21,2025-01-09,3,0.4603174603174603,17.1,Routine,Madhya Pradesh,SHEOPUR,District Collector Sheopur,1
madhyapradesh|shivpuridistrictcollectorshivpuriida,10,5850000.0,585000.0,1.0,0.0,0.0,0.0,1.0,1.0,37.0,37,2024-09-27,1,1.0,37.0,Low,Madhya Pradesh,SHIVPURI,District Collector Shivpuri,1
madhyapradesh|sidhidistrictcollectorsidhiida,98,29498665.0,259942.0,97.0,0.9897959183673469,0.17346938775510204,0.0,0.0,0.02040816326530612,9.255102040816327,31,2025-08-08,6,0.6784673052894628,15.78,Routine,Madhya Pradesh,SIDHI,DISTRICT COLLECTOR SIDHI,1
madhyapradesh|singraulidistrictcollectorsingrauliida,4,4500000.0,1100000.0,48.0,1.0,0.0,1.0,0.0,0.0,6.0,6,2025-01-07,2,0.5,6.0,Routine,Madhya Pradesh,SINGRAULI,District Collector Singrauli,1
madhyapradesh|tikamgarhdistrictcollectortikamgarhida,15,15349039.0,1200000.0,136.0,1.0,0.8666666666666667,0.0,0.0,0.5333333333333333,26.733333333333334,33,2025-07-18,3,0.6622222222222224,28.61,Low,Madhya Pradesh,TIKAMGARH,DISTRICT COLLECTOR TIKAMGARH,1
madhyapradesh|ujjaindistrictcollectorujjainida,24,2400000.0,100000.0,103.0,1.0,0.0,1.0,0.0,1.0,18.0,18,2025-01-20,1,1.0,18.0,Routine,Madhya Pradesh,UJJAIN,DISTRICT COLLECTOR UJJAIN,1
madhyapradesh|vidishadistrictcollectorvidishaida,1,2698500.0,2698500.0,48.0,1.0,0.0,0.0,1.0,0.0,31.0,31,2024-11-13,1,1.0,31.0,Low,Madhya Pradesh,VIDISHA,District Collector Vidisha,1
maharashtra|akoladistrictcollectorakolaida,3,1883603.0,483603.0,59.0,0.6666666666666666,0.0,0.0,0.0,0.0,7.333333333333333,16,2026-04-22,2,0.5555555555555556,9.93,Routine,Maharashtra,AKOLA,DISTRICT COLLECTOR AKOLA,1
maharashtra|amravatidistrictcollectoramravatiida,17,19841000.0,1200000.0,110.0,0.9411764705882353,0.23529411764705882,0.35294117647058826,0.11764705882352941,0.0,13.882352941176471,31,2025-05-15,5,0.27335640138408307,19.02,Routine,Maharashtra,AMRAVATI,DISTRICT COLLECTOR AMRAVATI,1
maharashtra|dharashivdistrictcollectorosmanabadida,5,2849674.0,500000.0,367.0,1.0,0.0,0.0,0.0,0.0,14.0,16,2026-08-03,4,0.28,14.6,Routine,Maharashtra,Dharashiv,DISTRICT COLLECTOR OSMANABAD,1
maharashtra|dhuledistrictcollectordhuleida,2,2000000.0,1000000.0,73.0,1.0,0.0,0.0,1.0,0.0,31.0,31,2024-12-02,1,1.0,31.0,Low,Maharashtra,DHULE,DISTRICT COLLECTOR DHULE,1
maharashtra|jalgaondistrictcollectorjalgaonida,9,15041037.0,1998833.0,159.0,0.7777777777777778,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.0,16.666666666666668,33,2025-05-22,5,0.2839506172839506,21.57,Low,Maharashtra,JALGAON,DISTRICT COLLECTOR JALGAON,2
maharashtra|jalnadistrictcollectorjalnaida,17,14891000.0,899000.0,13.0,0.35294117647058826,1.0,0.0,0.0,0.0,18.294117647058822,31,2025-10-15,2,0.6401384083044982,22.11,Low,Maharashtra,JALNA,DISTRICT COLLECTOR JALNA,1
maharashtra|laturdistrictcollectorlaturida,10,11026734.0,995684.5,550.0,1.0,0.0,0.1,0.0,0.0,16.8,24,2026-08-14,4,0.3400000000000001,18.96,Routine,Maharashtra,LATUR,DISTRICT COLLECTOR LATUR,1
maharashtra|mumbaidistrictcollectormumbaicityida,17,26374739.0,1496175.0,344.0,1.0,0.0,0.0,0.4117647058823529,0.0,26.764705882352942,49,2026-05-18,5,0.5224913494809691,33.44,Low,Maharashtra,MUMBAI,DISTRICT COLLECTOR MUMBAI CITY,1
maharashtra|mumbaisuburbandistrictcollectormumbaisuburbanida,31,61000000.0,2000000.0,492.0,1.0,0.3870967741935484,0.0,0.5161290322580645,0.0,34.96774193548387,56,2026-03-25,9,0.25702393340270546,41.28,Medium,Maharashtra,MUMBAI SUBURBAN,DISTRICT COLLECTOR MUMBAI SUBURBAN,2
maharashtra|nagpurdistrictcollectornagpurida,5,2835493.0,555000.0,3.0,0.0,0.0,0.4,0.6,0.0,15.0,25,2024-09-30,3,0.44000000000000006,18.0,Routine,Maharashtra,NAGPUR,DISTRICT COLLECTOR NAGPUR,1
maharashtra|nandeddistrictcollectornandedida,6,3571053.0,546500.0,272.0,1.0,0.0,0.0,0.0,0.0,16.0,16,2026-07-13,2,0.7222222222222223,16.0,Routine,Maharashtra,NANDED,DISTRICT COLLECTOR NANDED,1
maharashtra|nandurbardistrictcollectornandurbarida,1,1199000.0,1199000.0,367.0,1.0,1.0,0.0,0.0,0.0,31.0,31,2025-08-21,1,1.0,31.0,Low,Maharashtra,NANDURBAR,DISTRICT COLLECTOR NANDURBAR,1
maharashtra|parbhanidistrictcollectorparbhaniida,23,20272301.0,998788.0,34.0,0.4782608695652174,0.13043478260869565,0.043478260869565216,0.0,0.0,5.260869565217392,21,2025-09-12,2,0.500945179584121,9.98,Routine,Maharashtra,PARBHANI,DISTRICT COLLECTOR PARBHANI,1
maharashtra|punedistrictcollectorpuneida,25,23852824.0,998243.0,188.0,0.92,0.04,0.04,0.04,0.0,16.32,41,2026-05-18,5,0.3056,23.72,Low,Maharashtra,PUNE,DISTRICT COLLECTOR PUNE,2
maharashtra|sataradistrictcollectorsataraida,50,43198677.0,1000000.0,110.0,1.0,0.62,0.02,0.0,0.0,17.1,31,2025-08-18,8,0.31520000000000004,21.27,Low,Maharashtra,SATARA,DISTRICT COLLECTOR SATARA,1
maharashtra|solapurdistrictcollectorsolapurida,3,1498986.0,499880.0,312.0,1.0,0.0,0.0,0.0,0.0,12.666666666666666,16,2026-03-09,3,0.3333333333333333,13.67,Routine,Maharashtra,SOLAPUR,DISTRICT COLLECTOR SOLAPUR,2
meghalaya|eastgarohillsdeputycommissionereastgarohillswilliamnagarida,6,2000000.0,300000.0,102.0,1.0,0.0,0.0,0.0,0.0,6.0,6,2025-03-27,2,0.5555555555555556,6.0,Routine,Meghalaya,EAST GARO HILLS,DEPUTY COMMISSIONER EAST GARO HILLS WILLIAMNAGAR,1
meghalaya|northgarohillsdeputycommissionernorthgarohillsresubelparaida,7,1500000.0,150000.0,30.0,0.0,0.0,1.0,0.0,0.0,0.0,0,2024-12-20,5,0.22448979591836732,0.0,Routine,Meghalaya,NORTH GARO HILLS,DEPUTY COMMISSIONER NORTH GARO HILLS RESUBELPARA,1
meghalaya|westgarohillsdeputycommissionerwestgarohillsida,1,1000000.0,1000000.0,51.0,1.0,0.0,0.0,0.0,0.0,6.0,6,2025-01-10,1,1.0,6.0,Routine,Meghalaya,WEST GARO HILLS,DEPUTY COMMISSIONER WEST GARO HILLS,1
mizoram|aizawldeputycommissioneraizawlida,22,10307115.0,250000.0,112.0,1.0,0.0,0.8636363636363636,0.045454545454545456,0.0,7.136363636363637,31,2025-03-28,8,0.3801652892561984,14.3,Routine,Mizoram,AIZAWL,DEPUTY COMMISSIONER AIZAWL,1
mizoram|champhaideputycommisionerchamphai,8,3200000.0,250000.0,82.0,1.0,0.0,1.0,0.0,0.0,6.0,6,2025-01-17,5,0.3125,6.0,Routine,Mizoram,CHAMPHAI,"DEPUTY COMMISIONER, CHAMPHAI",1
mizoram|kolasibdeputycommissionerkolasib,13,9500000.0,750000.0,111.0,1.0,0.0,0.0,0.38461538461538464,0.0,15.615384615384615,31,2025-02-25,5,0.5029585798816567,20.23,Low,Mizoram,KOLASIB,Deputy Commissioner Kolasib,1
mizoram|lungleideputycommissionerlunglei,9,2500000.0,250000.0,178.0,1.0,0.0,0.5555555555555556,0.0,0.0,10.444444444444445,16,2025-04-25,4,0.48148148148148145,12.11,Routine,Mizoram,LUNGLEI,"Deputy Commissioner, Lunglei",1
mizoram|mamitdeputycommissionermamit,30,13490000.0,250000.0,90.0,1.0,0.0,1.0,0.23333333333333334,0.06666666666666667,12.633333333333333,43,2025-01-17,6,0.5155555555555553,21.74,Low,Mizoram,MAMIT,DEPUTY COMMISSIONER MAMIT,1
mizoram|siahadeputycommissionersiaha,19,6000000.0,250000.0,115.0,1.0,0.0,1.0,0.05263157894736842,0.0,7.315789473684211,31,2025-02-18,4,0.4570637119113573,14.42,Routine,Mizoram,Siaha,"Deputy Commissioner, Siaha",1
nagaland|chumoukedimadeputycommissionerchumoukedimaida,4,5100000.0,1350000.0,58.0,1.0,0.0,0.0,0.5,0.75,25.5,43,2024-11-11,3,0.375,30.75,Low,Nagaland,Chumoukedima,Deputy Commissioner Chumoukedima,1
nagaland|dimapurdeputycommissionerdimapurida,2,9000000.0,4500000.0,67.5,1.0,0.0,0.0,1.0,0.0,31.0,31,2024-11-27,2,0.5,31.0,Low,Nagaland,DIMAPUR,DEPUTY COMMISSIONER DIMAPUR,1
nagaland|kohimadeputycommisioner7,4,13100000.0,900000.0,77.0,1.0,0.0,0.0,0.5,0.5,24.5,31,2024-11-29,3,0.375,26.45,Low,Nagaland,KOHIMA,DEPUTY COMMISIONER_7,1
nagaland|mokokchungdeputycommissionermokokchungida,10,20462380.0,300000.0,69.0,0.7,0.0,0.0,0.2,0.7,17.6,37,2024-11-27,7,0.18000000000000005,23.42,Low,Nagaland,MOKOKCHUNG,Deputy Commissioner Mokokchung,1
nagaland|mondeputycommissionermonida,1,1087620.0,1087620.0,77.0,1.0,0.0,0.0,0.0,0.0,6.0,6,2024-11-27,1,1.0,6.0,Routine,Nagaland,MON,Deputy Commissioner Mon,1
nagaland|perendeputycommissionerperenida,2,250000.0,125000.0,77.0,1.0,0.0,0.0,0.0,1.0,18.0,18,2024-11-27,1,1.0,18.0,Routine,Nagaland,PEREN,Deputy Commissioner Peren,1
odisha|kalahandidistrictcollectorkalahandiida,48,16598000.0,300000.0,78.0,1.0,0.3125,0.0,0.22916666666666666,0.1875,21.104166666666668,56,2025-01-04,12,0.22309027777777782,31.57,Low,Odisha,KALAHANDI,DISTRICT COLLECTOR KALAHANDI,1
odisha|koraputdistrictcollectorkoraputida,10,4300000.0,300000.0,103.0,1.0,0.4,0.1,0.0,0.0,14.0,31,2025-06-25,4,0.5199999999999999,19.1,Routine,Odisha,KORAPUT,District Collector Koraput,1
odisha|nuapadadistrictcollectornuapadaida,3,600000.0,200000.0,52.0,1.0,0.0,0.0,0.0,0.0,6.0,6,2025-01-22,3,0.3333333333333333,6.0,Routine,Odisha,NUAPADA,DISTRICT COLLECTOR  NUAPADA,1
odisha|rayagadadistrictcollectorrayagadaida,27,8012424.0,249703.0,60.0,1.0,0.0,0.1111111111111111,0.037037037037037035,0.0,8.407407407407407,31,2026-01-13,4,0.7338820301783264,15.19,Routine,Odisha,RAYAGADA,DISTRICT COLLECTOR RAYAGADA,1
odisha|sundaragadadistrictcollectorsundargarhida,64,38488256.0,500000.0,62.0,0.765625,0.25,0.484375,0.015625,0.0,9.046875,41,2025-08-21,10,0.4296875,18.63,Routine,Odisha,Sundaragada,DISTRICT COLLECTOR SUNDARGARH,1
puducherry|puducherryprojectdirectorrdapuducherryida,13,21317559.0,1600000.0,273.0,0.7692307692307693,0.0,0.15384615384615385,0.38461538461538464,0.0,19.615384615384617,41,2026-05-21,5,0.42011834319526625,26.03,Low,Puducherry,Puducherry,PROJECT DIRECTOR RDA PUDUCHERRY,1
punjab|amritsardeputycommissioneramritsarida,9,3619099.0,286000.0,10.0,0.1111111111111111,0.0,0.0,0.1111111111111111,0.1111111111111111,3.888888888888889,25,2025-01-03,7,0.18518518518518517,10.22,Routine,Punjab,AMRITSAR,DEPUTY COMMISSIONER AMRITSAR,1
punjab|barnaladeputycommissionerbarnalaida,19,3149434.0,147000.0,65.0,1.0,0.10526315789473684,0.0,0.0,0.0,7.578947368421052,21,2024-11-29,5,0.3296398891966758,11.61,Routine,Punjab,BARNALA,DEPUTY COMMISSIONER BARNALA,1
punjab|bathindadeputycommissionerbhatindaida,12,3320329.0,299941.5,50.0,0.8333333333333334,0.0,0.0,0.0,0.25,10.166666666666666,31,2024-11-08,5,0.23611111111111113,16.42,Routine,Punjab,BATHINDA,DEPUTY COMMISSIONER BHATINDA,1
punjab|faridkotdeputycommissionerfaridkotida,62,12969788.0,200000.0,11.0,0.12903225806451613,0.0,0.0,0.0,0.5483870967741935,10.048387096774194,31,2024-11-25,9,0.2294484911550468,16.33,Routine,Punjab,FARIDKOT,DEPUTY COMMISSIONER FARIDKOT,1
punjab|fazilkadeputycommissionerfazilkaida,1,249330.0,249330.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2024-09-20,1,1.0,0.0,Routine,Punjab,FAZILKA,DEPUTY COMMISSIONER FAZILKA,1
punjab|ferozepurdeputycommissionerfirozepurida,54,12594482.0,232591.0,21.0,0.0,0.0,0.0,0.0,0.14814814814814814,0.8888888888888888,12,2024-10-28,2,0.8319615912208504,4.22,Routine,Punjab,FEROZEPUR,DEPUTY COMMISSIONER FIROZEPUR,1
punjab|hoshiarpurdeputycommissionerhoshiarpurida,36,8500000.0,200000.0,5.0,0.1111111111111111,0.027777777777777776,0.0,0.0,0.6666666666666666,9.083333333333334,21,2024-11-28,8,0.3287037037037037,12.66,Routine,Punjab,HOSHIARPUR,DEPUTY COMMISSIONER HOSHIARPUR,1
punjab|kapurthaladeputycommissionerkapurthalaida,1,798000.0,798000.0,2.0,0.0,1.0,0.0,1.0,0.0,40.0,40,2024-10-25,1,1.0,40.0,Medium,Punjab,KAPURTHALA,DEPUTY COMMISSIONER KAPURTHALA,1
punjab|mansadeputycommissionermansaida,19,4827585.0,200000.0,60.0,0.7368421052631579,0.10526315789473684,0.0,0.0,0.21052631578947367,8.526315789473685,33,2024-11-22,10,0.1412742382271468,15.87,Routine,Punjab,MANSA,DEPUTY COMMISSIONER MANSA,2
punjab|mogadeputycommissionermoga,54,17435000.0,300000.0,102.0,0.9629629629629629,0.16666666666666666,0.0,0.05555555555555555,0.5740740740740741,23.814814814814813,46,2025-04-16,13,0.19341563786008226,30.47,Low,Punjab,MOGA,Deputy Commissioner Moga,1
punjab|patialadeputycommissionerpatialaida,4,530000.0,150000.0,120.0,1.0,0.0,0.0,0.0,0.0,6.0,6,2025-01-17,1,1.0,6.0,Routine,Punjab,PATIALA,DEPUTY COMMISSIONER PATIALA,1
punjab|rupnagardeputycommissionerroopnagarida,29,12118662.0,300000.0,47.0,0.5862068965517241,0.27586206896551724,0.034482758620689655,0.034482758620689655,0.13793103448275862,9.068965517241379,25,2025-02-10,7,0.37217598097502963,13.85,Routine,Punjab,RUPNAGAR,DEPUTY COMMISSIONER ROOPNAGAR,1
punjab|sasnagardeputycommissionersahibzadaajitsinghnagarmohaliida,2,1000000.0,500000.0,52.5,0.5,0.0,0.0,0.0,0.0,3.0,6,2025-01-28,2,0.5,3.9,Routine,Punjab,S.A.S Nagar,DEPUTY COMMISSIONER SAHIBZADA AJIT SINGH NAGAR MOHALI,1
punjab|shahidbhagatsinghnagardeputycommissionershahidbhagatsinghnagarida,17,8794281.0,500000.0,17.0,0.058823529411764705,0.23529411764705882,0.0,0.058823529411764705,0.0,5.352941176470588,25,2025-01-28,9,0.16262975778546712,11.25,Routine,Punjab,Shahid Bhagat Singh Nagar,Deputy Commissioner Shahid Bhagat Singh Nagar_ida,1
punjab|srimuktsarsahibdeputycommissionersrimuktsarsahibida,14,3741774.0,311500.0,101.0,0.9285714285714286,0.0,0.14285714285714285,0.0,0.6428571428571429,18.285714285714285,31,2025-01-01,8,0.2346938775510204,22.1,Low,Punjab,SRI MUKTSAR SAHIB,DEPUTY COMMISSIONER SRI MUKTSAR SAHIB,2
rajasthan|ajmerdistrictcollectorajmerida,10,10845621.0,499851.0,66.0,0.8,0.1,0.2,0.1,0.0,9.8,56,2025-08-22,5,0.4,23.66,Low,Rajasthan,AJMER,DISTRICT COLLECTOR AJMER,1
rajasthan|alwardistrictcollectoralwarida,46,29201426.1,499424.5,93.5,1.0,0.021739130434782608,0.0,0.021739130434782608,0.0,6.869565217391305,31,2024-12-12,8,0.3998109640831759,14.11,Routine,Rajasthan,ALWAR,DISTRICT COLLECTOR ALWAR,2
rajasthan|banswaradistrictcollectorbanswaraida,8,9979450.0,1250000.0,56.0,0.625,0.0,0.0,0.25,0.0,10.0,31,2025-01-13,6,0.21875,16.3,Routine,Rajasthan,BANSWARA,DISTRICT COLLECTOR BANSWARA,1
