work_id_a,work_id_b,similarity,evidence_strength,exact_description_flag,same_ida_flag,same_mp_flag,same_amount_flag,same_sanction_date_flag,number_token_conflict_flag,generic_description_flag,continuation_or_phase_flag,state,description_a,description_b,sanction_amount_a,sanction_amount_b,sanction_date_a,sanction_date_b
137867,137883,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137868,137869,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137868,137870,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137868,137871,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137868,137872,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137868,137873,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137868,137874,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137868,137875,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137868,137876,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137868,137877,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137868,137878,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137868,137879,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137868,137880,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137868,137881,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137868,137882,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137868,137883,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137869,137870,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137869,137871,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137869,137872,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137869,137873,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137869,137874,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137869,137875,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137869,137876,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137869,137877,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137869,137878,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137869,137879,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137869,137880,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137869,137881,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137869,137882,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137869,137883,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137870,137871,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137870,137872,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137870,137873,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137870,137874,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137870,137875,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137870,137876,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137870,137877,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137870,137878,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137870,137879,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137870,137880,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137870,137881,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137870,137882,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137870,137883,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137871,137872,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137871,137873,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137871,137874,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137871,137875,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137871,137876,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137871,137877,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137871,137878,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137871,137879,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137871,137880,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137871,137881,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137871,137882,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137871,137883,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137872,137873,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137872,137874,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137872,137875,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137872,137876,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137872,137877,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137872,137878,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137872,137879,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137872,137880,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137872,137881,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137872,137882,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137872,137883,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137873,137874,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137873,137875,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137873,137876,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137873,137877,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137873,137878,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137873,137879,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137873,137880,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137873,137881,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137873,137882,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137873,137883,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137874,137875,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137874,137876,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137874,137877,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137874,137878,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137874,137879,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137874,137880,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137874,137881,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137874,137882,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137874,137883,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137875,137876,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137875,137877,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137875,137878,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137875,137879,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137875,137880,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137875,137881,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137875,137882,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137875,137883,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137876,137877,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137876,137878,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137876,137879,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137876,137880,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137876,137881,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137876,137882,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137876,137883,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137877,137878,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137877,137879,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137877,137880,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137877,137881,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137877,137882,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137877,137883,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137878,137879,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137878,137880,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137878,137881,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137878,137882,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137878,137883,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137879,137880,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137879,137881,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137879,137882,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137879,137883,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137880,137881,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137880,137882,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137880,137883,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137881,137882,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137881,137883,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137882,137883,1.0,Moderate,True,True,True,True,True,False,True,False,Madhya Pradesh,PURCHASE OF BOOKS,PURCHASE OF BOOKS,100000.0,100000.0,2024-11-20,2024-11-20
137951,137970,1.0,Weak,True,False,True,True,False,False,False,False,Uttar Pradesh,1.High Mast Light Jeetendra ke makan ke pass.,1.High Mast Light Jeetendra ke makan ke pass,400000.0,400000.0,2025-06-10,2025-11-27
137952,137953,1.0,Moderate,True,True,True,False,False,False,False,False,Uttar Pradesh,1.High Mast light Durga mata Mandir ke pass,1.High Mast light Durga mata Mandir ke pass,400000.0,323000.0,2025-06-10,2025-09-30
137954,137957,1.0,Strong,True,True,True,True,True,False,False,False,Uttar Pradesh,1.High Mast Light Shankar jee ke mandir ke pass,1.High mast Light  Shankar jee ke mandir ke pass.,323000.0,323000.0,2025-09-30,2025-09-30
137954,137958,1.0,Strong,True,True,True,True,True,False,False,False,Uttar Pradesh,1.High Mast Light Shankar jee ke mandir ke pass,1.High mast Light  Shankar jee ke mandir ke pass.,323000.0,323000.0,2025-09-30,2025-09-30
137957,137958,1.0,Strong,True,True,True,True,True,False,False,False,Uttar Pradesh,1.High mast Light  Shankar jee ke mandir ke pass.,1.High mast Light  Shankar jee ke mandir ke pass.,323000.0,323000.0,2025-09-30,2025-09-30
138682,138684,1.0,Moderate,True,True,True,False,True,False,True,False,West Bengal,Construction of Krishi Charcha Kendra,Construction of Krishi Charcha Kendra,647613.0,649868.0,2025-01-06,2025-01-06
138723,138725,1.0,Strong,True,True,True,True,True,False,False,False,Madhya Pradesh,General workshed with toilets full brick work (40×30feet),General workshed with toilets full brick work (40×30feet),2353000.0,2353000.0,2024-11-09,2024-11-09
138892,138894,1.0,Strong,True,True,True,True,True,False,False,False,Madhya Pradesh,Purchase of hospital equipment Dead body freezer,Purchase of hospital equipment Dead body freezer,236003.0,236003.0,2024-11-20,2024-11-20
138892,138895,1.0,Strong,True,True,True,True,True,False,False,False,Madhya Pradesh,Purchase of hospital equipment Dead body freezer,Purchase of hospital equipment Dead Body Freezer,236003.0,236003.0,2024-11-20,2024-11-20
138892,138897,1.0,Strong,True,True,True,True,True,False,False,False,Madhya Pradesh,Purchase of hospital equipment Dead body freezer,Purchase of hospital equipment Dead Body Freezer,236003.0,236003.0,2024-11-20,2024-11-20
138892,138899,1.0,Strong,True,True,True,True,True,False,False,False,Madhya Pradesh,Purchase of hospital equipment Dead body freezer,Purchase of hospital equipment Dead body freezer,236003.0,236003.0,2024-11-20,2024-11-20
138892,138900,1.0,Moderate,True,True,True,False,True,False,False,False,Madhya Pradesh,Purchase of hospital equipment Dead body freezer,Purchase of hospital equipment Dead body freezer,236003.0,235251.0,2024-11-20,2024-11-20
138892,138901,1.0,Strong,True,True,True,True,True,False,False,False,Madhya Pradesh,Purchase of hospital equipment Dead body freezer,Purchase of hospital equipment Dead Body Freezer,236003.0,236003.0,2024-11-20,2024-11-20
138892,138914,1.0,Moderate,True,True,True,False,True,False,False,False,Madhya Pradesh,Purchase of hospital equipment Dead body freezer,Purchase of hospital equipment Dead Body Freezer,236003.0,236755.0,2024-11-20,2024-11-20
138892,138915,1.0,Strong,True,True,True,True,True,False,False,False,Madhya Pradesh,Purchase of hospital equipment Dead body freezer,Purchase of hospital equipment Dead Body Freezer,236003.0,236003.0,2024-11-20,2024-11-20
138892,138916,1.0,Weak,True,False,True,True,False,False,False,False,Madhya Pradesh,Purchase of hospital equipment Dead body freezer,Purchase of hospital equipment Dead Body Freezer,236003.0,236003.0,2024-11-20,2024-12-30
138892,138918,1.0,Weak,True,False,True,True,False,False,False,False,Madhya Pradesh,Purchase of hospital equipment Dead body freezer,Purchase of hospital equipment Dead body freezer,236003.0,236003.0,2024-11-20,2024-12-30
138892,138919,1.0,Weak,True,False,True,True,False,False,False,False,Madhya Pradesh,Purchase of hospital equipment Dead body freezer,Purchase of hospital equipment Dead Body Freezer,236003.0,236003.0,2024-11-20,2024-12-30
138892,138920,1.0,Weak,True,False,True,True,False,False,False,False,Madhya Pradesh,Purchase of hospital equipment Dead body freezer,Purchase of hospital equipment Dead Body Freezer,236003.0,236003.0,2024-11-20,2024-12-30
138892,138921,1.0,Weak,True,False,True,True,False,False,False,False,Madhya Pradesh,Purchase of hospital equipment Dead body freezer,Purchase of hospital equipment Dead Body Freezer,236003.0,236003.0,2024-11-20,2024-12-30
138892,138924,1.0,Weak,True,False,True,True,False,False,False,False,Madhya Pradesh,Purchase of hospital equipment Dead body freezer,Purchase of hospital equipment Dead Body Freezer,236003.0,236003.0,2024-11-20,2024-12-30
138892,138932,1.0,Weak,True,False,True,True,False,False,False,False,Madhya Pradesh,Purchase of hospital equipment Dead body freezer,Purchase of hospital equipment Dead Body Freezer,236003.0,236003.0,2024-11-20,2024-12-30
138892,138934,1.0,Weak,True,False,True,True,False,False,False,False,Madhya Pradesh,Purchase of hospital equipment Dead body freezer,Purchase of hospital equipment Dead Body Freezer,236003.0,236003.0,2024-11-20,2024-12-30
138892,138935,1.0,Weak,True,False,True,True,False,False,False,False,Madhya Pradesh,Purchase of hospital equipment Dead body freezer,Purchase of hospital equipment Dead Body Freezer,236003.0,236003.0,2024-11-20,2024-12-30
